NAPS ID	Province	City	Year	Year_lag	Latitude	Longitude	Elevation	Pollutant	variable	value	Year_beeyear_lag	seasons	mean_spring	mean_summer	mean_fall	mean_winter	test	mean_value
030113	NS	Halifax	2015	2016	44.64710998535156	-63.5736618	28	PM2.5	January	4	2015	Winter	6.111111111111111	6.882352941176471	5	5.9411764705882355	2015_NS_PM2.5	5.9714285714285715
030118	NS	Halifax	2015	2016	44.64642333984375	-63.57338333	18	SO2	January	2.1	2015	Winter	0.87	0.7818181818181819	1.0888888888888888	0.975	2015_NS_SO2	0.9238095238095239
129003	NT	Yellowknife	2015	2016	62.45206832885742	-114.3639984	193	CO	January	0.25	2015	Winter	0.15	0.31666666666666665	0.235	0.21625	2015_NT_CO	0.22846153846153847
129003	NT	Yellowknife	2015	2016	62.45206832885742	-114.3639984	193	NO	January	3	2015	Winter	1.5555555555555556	0.7777777777777778	1.1428571428571428	2.3333333333333335	2015_NT_NO	1.4705882352941178
129003	NT	Yellowknife	2015	2016	62.45206832885742	-114.3639984	193	NO2	January	4	2015	Winter	2.3333333333333335	1.3333333333333333	1.4285714285714286	4.222222222222222	2015_NT_NO2	2.3823529411764706
129003	NT	Yellowknife	2015	2016	62.45206832885742	-114.3639984	193	NOX	January	6	2015	Winter	3.4444444444444446	2	2.5714285714285716	6.111111111111111	2015_NT_NOX	3.588235294117647
129003	NT	Yellowknife	2015	2016	62.45206832885742	-114.3639984	193	O3	January	26	2015	Winter	29	21.833333333333332	21.5	27.214285714285715	2015_NT_O3	24.897959183673468
129003	NT	Yellowknife	2015	2016	62.45206832885742	-114.3639984	193	PM10	January	7	2015	Winter	18.75	39.22222222222222	11.428571428571429	7.1	2015_NT_PM10	19.235294117647058
129003	NT	Yellowknife	2015	2016	62.45206832885742	-114.3639984	193	PM2.5	January	6	2015	Winter	3.888888888888889	18.444444444444443	3.5555555555555554	5.6	2015_NT_PM2.5	7.8108108108108105
129003	NT	Yellowknife	2015	2016	62.45206832885742	-114.3639984	193	SO2	January	0.3	2015	Winter	0.0875	0.3625	0.34444444444444444	0.26363636363636367	2015_NT_SO2	0.26666666666666666
129303	NU	Iqaluit	2014	2015	63.751617431640625	-68.52243042	35	NO	March	4	2015	Spring	2.5	1.3333333333333333	1	1	2015_NU_NO	1.5
129303	NU	Iqaluit	2014	2015	63.751617431640625	-68.52243042	35	NO2	March	5	2015	Spring	3	0.3333333333333333	1.5	4	2015_NU_NO2	1.75
129303	NU	Iqaluit	2014	2015	63.751617431640625	-68.52243042	35	NOX	March	9	2015	Spring	5.5	1.6666666666666667	3	6	2015_NU_NOX	3.5
129303	NU	Iqaluit	2015	2016	63.751617431640625	-68.52243042	35	O3	January	18	2015	Winter	25	18.333333333333332	25.666666666666668	20	2015_NU_O3	22
129303	NU	Iqaluit	2015	2016	63.751617431640625	-68.52243042	35	PM2.5	January	NA	2015	Winter	6.333333333333333	4.666666666666667	3.3333333333333335	5	2015_NU_PM2.5	4.8
060104	ON	Ottawa	2015	2016	45.434329986572266	-75.6760025	68	CO	January	0.26	2015	Winter	0.25083333333333335	0.23083333333333333	0.22916666666666669	0.26454545454545453	2015_ON_CO	0.24340425531914894
060104	ON	Ottawa	2015	2016	45.434329986572266	-75.6760025	68	NO	January	5	2015	Winter	2.3333333333333335	1.8157894736842106	3.008771929824561	4.035087719298246	2015_ON_NO	2.7982456140350878
060104	ON	Ottawa	2015	2016	45.434329986572266	-75.6760025	68	NO2	January	14	2015	Winter	8.412280701754385	6.044247788	7.7894736842105265	10.807017543859649	2015_ON_NO2	8.268131868131869
060104	ON	Ottawa	2015	2016	45.434329986572266	-75.6760025	68	NOX	January	19	2015	Winter	10.570175438596491	7.778761061946903	10.75438596491228	14.833333333333334	2015_ON_NOX	10.991208791208791
060104	ON	Ottawa	2015	2016	45.434329986572266	-75.6760025	68	O3	January	22	2015	Winter	34.44202898550725	27.87681159	22.282608695652176	24.75735294117647	2015_ON_O3	27.349090909090908
060610	ON	Sudbury	2015	2016	46.491939544677734	-81.00311279	271	PM10	January	14	2015	Winter	8	4.333333333333333	6.666666666666667	11.666666666666666	2015_ON_PM10	7.666666666666667
060104	ON	Ottawa	2015	2016	45.434329986572266	-75.6760025	68	PM2.5	January	10	2015	Winter	7.8617886178861784	7.495934959349594	6.934959349593496	8.780487805	2015_ON_PM2.5	7.7682926829268295
060104	ON	Ottawa	2015	2016	45.434329986572266	-75.6760025	68	SO2	January	0.8	2015	Winter	2.348717948717949	2.453846153846154	1.735897435897436	1.9114285714285715	2015_ON_SO2	2.117763157894737
020104	PE	Charlottetown	2015	2016	46.233001708984375	-63.13666916	21	NO	January	0	2015	Winter	0.3333333333333333	0.1111111111111111	0	0	2015_PE_NO	0.1111111111111111
020104	PE	Charlottetown	2015	2016	46.233001708984375	-63.13666916	21	NO2	January	3	2015	Winter	1.3333333333333333	0.8888888888888888	0.8888888888888888	1.3333333333333333	2015_PE_NO2	1.1111111111111112
020104	PE	Charlottetown	2015	2016	46.233001708984375	-63.13666916	21	NOX	January	3	2015	Winter	1.4444444444444444	0.8888888888888888	1.1111111111111112	1.4444444444444444	2015_PE_NOX	1.2222222222222223
020104	PE	Charlottetown	2015	2016	46.233001708984375	-63.13666916	21	O3	January	32	2015	Winter	36.44444444444444	25.555555555555557	24.666666666666668	33.111111111111114	2015_PE_O3	29.944444444444443
020104	PE	Charlottetown	2015	2016	46.233001708984375	-63.13666916	21	PM2.5	January	7	2015	Winter	5.4	4.5	4	5.166666666666667	2015_PE_PM2.5	4.7727272727272725
020104	PE	Charlottetown	2015	2016	46.233001708984375	-63.13666916	21	SO2	January	1.1	2015	Winter	0.6333333333333333	0.23333333333333334	0.033333333	1.1	2015_PE_SO2	0.5
093501	Pine Lake	Pine Lake	2014	2015	52.124900817871094	-113.4921036	884	O3	March	6	2015	Spring	5.666666666666667	7.333333333333333	11.666666666666666	9	2015_Pine Lake_O3	8.3
093501	Pine Lake	Pine Lake	2014	2015	52.124900817871094	-113.4921036	884	SO2	March	1	2015	Spring	1.2333333333333334	2.6333333333333333	2.3	1.4	2015_Pine Lake_SO2	1.99
050109	QC	Montréal	2015	2016	45.502647399902344	-73.66390991	41	CO	January	0.33	2015	Winter	0.23466666666666666	0.247	0.21862068965517242	0.27166666666666667	2015_QC_CO	0.24319327731092438
050103	QC	Montréal	2015	2016	45.64102554321289	-73.49967957	19	NO	January	5	2015	Winter	2.690909090909091	1.9824561403508771	2.875	5.125	2015_QC_NO	3.1651785714285716
050103	QC	Montréal	2015	2016	45.64102554321289	-73.49967957	19	NO2	January	15	2015	Winter	7.890909090909091	6.228070175438597	6.964285714285714	11.303571428571429	2015_QC_NO2	8.089285714285714
041101	QC	St. Leonard	2015	2016	47.15762710571289	-67.83101654	239	O3	January	32	2015	Winter	33.52777777777778	24.04964539007092	21.062937062937063	26.943661971830984	2015_QC_O3	26.41578947368421
050135	QC	Montréal	2015	2016	45.59339904785156	-73.63726044	41	PM10	January	NA	2015	Winter	NA	NA	NA	25.5	2015_QC_PM10	25.5
050103	QC	Montréal	2015	2016	45.64102554321289	-73.49967957	19	PM2.5	January	11	2015	Winter	6.117647058823529	8.361344537815127	6.584745762711864	9.159663865546218	2015_QC_PM2.5	7.557894736842106
050103	QC	Montréal	2015	2016	45.64102554321289	-73.49967957	19	SO2	January	1.8	2015	Winter	1.596969696969697	1.0612903225806452	1.4333333333333333	1.34375	2015_QC_SO2	1.361904761904762
080111	SK	Regina	2015	2016	50.452701568603516	-104.6159973	585	CO	January	0.22	2015	Winter	0.24	0.275	0.2633333333333333	0.22	2015_SK_CO	0.2535
080111	SK	Regina	2015	2016	50.452701568603516	-104.6159973	585	NO	January	NA	2015	Winter	5.2727272727272725	2.272727272727273	5.5	9.2	2015_SK_NO	5.4772727272727275
080111	SK	Regina	2015	2016	50.452701568603516	-104.6159973	585	NO2	January	NA	2015	Winter	10.272727272727273	5.7272727272727275	7.5	12.8	2015_SK_NO2	8.954545454545455
080111	SK	Regina	2015	2016	50.452701568603516	-104.6159973	585	NOX	January	NA	2015	Winter	15	8.090909090909092	12.833333333333334	21.8	2015_SK_NOX	14.227272727272727
080111	SK	Regina	2015	2016	50.452701568603516	-104.6159973	585	O3	January	22	2015	Winter	28.75	22.666666666666668	16.333333333333332	20.75	2015_SK_O3	22.125
080111	SK	Regina	2015	2016	50.452701568603516	-104.6159973	585	PM10	January	17	2015	Winter	NA	NA	18	16	2015_SK_PM10	16.5
080111	SK	Regina	2015	2016	50.452701568603516	-104.6159973	585	PM2.5	January	7	2015	Winter	6.75	10.083333333333334	6.166666666666667	5.9	2015_SK_PM2.5	7.282608695652174
080111	SK	Regina	2015	2016	50.452701568603516	-104.6159973	585	SO2	January	0.5	2015	Winter	0.325	0.21666666666666667	0.19166666666666668	0.23333333333333334	2015_SK_SO2	0.24166666666666667
031001	Sable Island	Sable Island	2014	2015	43.93229675292969	-60.00928879	8	PM2.5	March	12	2015	Spring	11	9.666666666666666	9	8	2015_Sable Island_PM2.5	9.7
090901	Vegreville	Vegreville	2014	2015	53.575279235839844	-112.1938934	656	PM2.5	March	7	2015	Spring	5.666666666666667	8.333333333333334	8	12	2015_Vegreville_PM2.5	7.8
119004	YU	Whitehorse	2014	2015	60.71971893310547	-135.0587463	640	CO	March	0.41	2015	Spring	0.32666666666666666	0.16	0.195	NA	2015_YU_CO	0.23124999999999998
119004	YU	Whitehorse	2015	2016	60.71971893310547	-135.0587463	640	NO	January	8	2015	Winter	4	1	2.6666666666666665	6.5	2015_YU_NO	3.375
119004	YU	Whitehorse	2015	2016	60.71971893310547	-135.0587463	640	NO2	January	12	2015	Winter	7	2.3333333333333335	5	10	2015_YU_NO2	5.444444444444445
119004	YU	Whitehorse	2015	2016	60.71971893310547	-135.0587463	640	NOX	January	20	2015	Winter	11	3.3333333333333335	7.666666666666667	16.5	2015_YU_NOX	8.555555555555555
119004	YU	Whitehorse	2015	2016	60.71971893310547	-135.0587463	640	O3	January	20	2015	Winter	34.333333333333336	21.666666666666668	19.666666666666668	20.5	2015_YU_O3	24.363636363636363
119004	YU	Whitehorse	2015	2016	60.71971893310547	-135.0587463	640	PM2.5	January	10	2015	Winter	6.666666666666667	3	6.5	8	2015_YU_PM2.5	6.5
90120	AB	Edmonton	2016	2017	53.50022125244141	-113.5260544	681	CO	January	0.25	2016	Winter	0.15871794871794873	0.15615384615384614	0.16256410256410256	0.2627027027027027	2016_AB_CO	0.18402597402597404
90120	AB	Edmonton	2016	2017	53.50022125244141	-113.5260544	681	NO	January	13	2016	Winter	1.9682539682539681	1.4603174603174602	3.4471544715447155	6.716535433070866	2016_AB_NO	3.404382470119522
90120	AB	Edmonton	2016	2017	53.50022125244141	-113.5260544	681	NO2	January	20	2016	Winter	5.658914728682171	3.871212121212121	6.8062015503875966	11.325581395348838	2016_AB_NO2	6.897880539499036
90120	AB	Edmonton	2016	2017	53.50022125244141	-113.5260544	681	NOX	January	33	2016	Winter	10.3	5.333333333333333	12.333333333333334	16.853932584269664	2016_AB_NOX	15.05982905982906
90120	AB	Edmonton	2016	2017	53.50022125244141	-113.5260544	681	O3	January	16	2016	Winter	34.509433962264154	27.373831775700936	20.214953271028037	19.935185185185187	2016_AB_O3	25.47429906542056
90120	AB	Edmonton	2016	2017	53.50022125244141	-113.5260544	681	PM2.5	January	17	2016	Winter	6.054054054054054	10.779816513761467	4.81981982	7.153846153846154	2016_AB_PM2.5	7.185267857142857
90120	AB	Edmonton	2016	2017	53.50022125244141	-113.5260544	681	SO2	January	0.7	2016	Winter	0.725	0.6210884353741497	0.6305555555555555	0.7489051094890511	2016_AB_SO2	0.6802447552447553
100110	BC	Metro Van - Burnaby	2016	2017	49.27921295166016	-122.9707108	104	CO	January	0.27	2016	Winter	0.2088888888888889	0.18215384615384617	0.2428125	0.2493939393939394	2016_BC_CO	0.22093023255813954
100103	BC	Metro Van - New Westminster	2016	2017	49.22704315185547	-122.8944855	45	NO	January	28	2016	Winter	3.6016949152542375	2.9918032786885247	9.016393443	8.078740157480315	2016_BC_NO	5.963190184
100103	BC	Metro Van - New Westminster	2016	2017	49.22704315185547	-122.8944855	45	NO2	January	21	2016	Winter	7.885245901639344	7.276422764227642	9.136	10.765625	2016_BC_NO2	8.789156626506024
100103	BC	Metro Van - New Westminster	2016	2017	49.22704315185547	-122.8944855	45	NOX	January	49	2016	Winter	14.388059701492537	13.397058823529411	23.514285714285716	22.65277777777778	2016_BC_NOX	18.59927797833935
100103	BC	Metro Van - New Westminster	2016	2017	49.22704315185547	-122.8944855	45	O3	January	6	2016	Winter	25.330645161290324	22.28688524590164	13.541666666666666	15.975409836065573	2016_BC_O3	19.331967213114755
100110	BC	Metro Van - Burnaby	2016	2017	49.27921295166016	-122.9707108	104	PM10	January	5	2016	Winter	13.86111111111111	14.492753623188406	12.304347826086957	9.942028985507246	2016_BC_PM10	12.663082437275985
100103	BC	Metro Van - New Westminster	2016	2017	49.22704315185547	-122.8944855	45	PM2.5	January	7	2016	Winter	5.948275862068965	7.152941176470589	7.3526011560693645	6.769230769230769	2016_BC_PM2.5	6.803206997084548
100110	BC	Metro Van - Burnaby	2016	2017	49.27921295166016	-122.9707108	104	SO2	January	0.2	2016	Winter	1.1090909090909091	1.2314960629921259	1.425	1.3182539682539682	2016_BC_SO2	1.268369351669941
70118	MB	Winnipeg	2016	2017	49.93207168579102	-97.11316681	227	CO	January	0.22	2016	Winter	0.195	0.19833333333333333	0.152	0.21333333333333335	2016_MB_CO	0.19130434782608696
70119	MB	Winnipeg	2016	2017	49.89799118041992	-97.14653015	229	NO	January	7	2016	Winter	2.3333333333333335	1.6666666666666667	4.222222222222222	5.428571428571429	2016_MB_NO	3.2941176470588234
70119	MB	Winnipeg	2016	2017	49.89799118041992	-97.14653015	229	NO2	January	15	2016	Winter	6.222222222222222	4.444444444444445	5.555555555555555	8.714285714285714	2016_MB_NO2	6.088235294117647
70119	MB	Winnipeg	2016	2017	49.89799118041992	-97.14653015	229	NOX	January	22	2016	Winter	8.222222222222221	5.666666666666667	9.666666666666666	14.142857142857142	2016_MB_NOX	9.147058823529411
70118	MB	Winnipeg	2016	2017	49.93207168579102	-97.11316681	227	O3	January	17	2016	Winter	31.923076923076923	23.25	17	22.642857142857142	2016_MB_O3	23.591836734693878
70119	MB	Winnipeg	2016	2017	49.89799118041992	-97.14653015	229	PM10	January	5	2016	Winter	24.666666666666668	25	11.181818181818182	6	2016_MB_PM10	15.658536585365853
70118	MB	Winnipeg	2016	2017	49.93207168579102	-97.11316681	227	PM2.5	January	5	2016	Winter	5.266666666666667	9.416666666666666	4.142857142857143	5	2016_MB_PM2.5	5.833333333333333
70119	MB	Winnipeg	2016	2017	49.89799118041992	-97.14653015	229	SO2	January	0.1	2016	Winter	1.1555555555555554	1.0333333333333332	1.1875	0.7666666666666667	2016_MB_SO2	1.0314285714285714
40103	NB	Fredericton	2016	2017	45.95731735229492	-66.64672089	21	CO	January	0.27	2016	Winter	0.20500000000000002	0.18625	0.1757142857142857	0.23	2016_NB_CO	0.2009375
40103	NB	Fredericton	2016	2017	45.95731735229492	-66.64672089	21	NO	January	1	2016	Winter	1.2380952380952381	2	2.8666666666666667	1.5555555555555556	2016_NB_NO	1.8493150684931507
40103	NB	Fredericton	2016	2017	45.95731735229492	-66.64672089	21	NO2	January	4	2016	Winter	3.5238095238095237	3.1052631578947367	3.6666666666666665	3.8333333333333335	2016_NB_NO2	3.5205479452054793
40103	NB	Fredericton	2016	2017	45.95731735229492	-66.64672089	21	NOX	January	5	2016	Winter	4.714285714285714	5.052631578947368	6.733333333333333	5.333333333333333	2016_NB_NOX	5.369863014
40103	NB	Fredericton	2016	2017	45.95731735229492	-66.64672089	21	O3	January	28	2016	Winter	34.36363636363637	21.46153846153846	20.296296296296298	27.96153846153846	2016_NB_O3	26.491071428571427
40103	NB	Fredericton	2016	2017	45.95731735229492	-66.64672089	21	PM2.5	January	5	2016	Winter	5.739130434782608	6.739130434782608	5.791666666666667	5.416666666666667	2016_NB_PM2.5	5.914893617021277
40203	NB	Saint John	2016	2017	45.30876159667969	-66.0083847	41	SO2	January	0.5	2016	Winter	1.2583333333333333	1.4166666666666667	1.2416666666666667	1.075	2016_NB_SO2	1.2479166666666668
10102	NL	St. John's	2016	2017	47.56037902832031	-52.71147156	7	CO	January	0.14	2016	Winter	0.166	0.15733333333333333	0.13866666666666666	0.5875	2016_NL_CO	0.2677049180327869
10102	NL	St. John's	2016	2017	47.56037902832031	-52.71147156	7	NO	January	2	2016	Winter	1.0625	1.5	1.2352941176470589	1.2352941176470589	2016_NL_NO	1.2647058823529411
10102	NL	St. John's	2016	2017	47.56037902832031	-52.71147156	7	NO2	January	6	2016	Winter	2.1875	1.7777777777777777	1.7647058823529411	2.6470588235294117	2016_NL_NO2	2.088235294117647
10102	NL	St. John's	2016	2017	47.56037902832031	-52.71147156	7	NOX	January	9	2016	Winter	3.125	2.8333333333333335	2.823529411764706	3.764705882352941	2016_NL_NOX	3.1323529411764706
10102	NL	St. John's	2016	2017	47.56037902832031	-52.71147156	7	O3	January	32	2016	Winter	36.31818181818182	24.869565217391305	26.285714285714285	34.04761904761905	2016_NL_O3	30.32183908045977
010901	NL	Burin	2015	2016	47.09899139404297	-55.19852066	1	PM10	March	16	2016	Spring	16	NA	9	11	2016_NL_PM10	10.8
10102	NL	St. John's	2016	2017	47.56037902832031	-52.71147156	7	PM2.5	January	5	2016	Winter	5.388888888888889	4.555555555555555	4.75	5	2016_NL_PM2.5	4.927536231884058
10102	NL	St. John's	2016	2017	47.56037902832031	-52.71147156	7	SO2	January	0.8	2016	Winter	0.37777777777777777	0.3111111111111111	0.17647058823529413	0.4294117647058824	2016_NL_SO2	0.3242857142857143
30118	NS	Halifax	2016	2017	44.64642333984375	-63.57338333	18	CO	January	0.19	2016	Winter	0.2	0.165	0.12333333333333334	0.175	2016_NS_CO	0.16583333333333333
30118	NS	Halifax	2016	2017	44.64642333984375	-63.57338333	18	NO	January	8	2016	Winter	2.4705882352941178	1.6111111111111112	1.5	1.736842105263158	2016_NS_NO	1.8194444444444444
30118	NS	Halifax	2016	2017	44.64642333984375	-63.57338333	18	NO2	January	11	2016	Winter	4.235294117647059	2.2222222222222223	2.2777777777777777	3.1052631578947367	2016_NS_NO2	2.9444444444444446
30118	NS	Halifax	2016	2017	44.64642333984375	-63.57338333	18	NOX	January	20	2016	Winter	6.705882352941177	3.9444444444444446	3.7777777777777777	4.842105263157895	2016_NS_NOX	4.791666666666667
30118	NS	Halifax	2016	2017	44.64642333984375	-63.57338333	18	O3	January	19	2016	Winter	34.19047619047619	23.761904761904763	24.38095238095238	29.666666666666668	2016_NS_O3	28.057471264367816
30113	NS	Halifax	2016	2017	44.64710998535156	-63.5736618	28	PM2.5	January	6	2016	Winter	6.705882352941177	5.375	4.352941176470588	5.777777777777778	2016_NS_PM2.5	5.5588235294117645
30118	NS	Halifax	2016	2017	44.64642333984375	-63.57338333	18	SO2	January	0.7	2016	Winter	0.6083333333333334	0.6	0.45	0.42857142857142855	2016_NS_SO2	0.518
129003	NT	Yellowknife	2016	2017	62.45206832885742	-114.3639984	193	CO	January	0.7	2016	Winter	0.17375000000000002	0.07625	0.25	0.46444444444444444	2016_NT_CO	0.24787878787878787
129003	NT	Yellowknife	2016	2017	62.45206832885742	-114.3639984	193	NO	January	7	2016	Winter	0.8181818181818182	1.1818181818181819	3	3	2016_NT_NO	2.0434782608695654
129003	NT	Yellowknife	2016	2017	62.45206832885742	-114.3639984	193	NO2	January	2	2016	Winter	1.8181818181818181	1.1818181818181819	2.75	3.6666666666666665	2016_NT_NO2	2.391304347826087
129003	NT	Yellowknife	2016	2017	62.45206832885742	-114.3639984	193	NOX	January	9	2016	Winter	2.5454545454545454	2.1818181818181817	5.75	7.5	2016_NT_NOX	4.454545454545454
129003	NT	Yellowknife	2016	2017	62.45206832885742	-114.3639984	193	O3	January	28	2016	Winter	31.923076923076923	21.666666666666668	23.133333333333333	27.266666666666666	2016_NT_O3	25.79310344827586
129003	NT	Yellowknife	2016	2017	62.45206832885742	-114.3639984	193	PM10	January	6	2016	Winter	20.166666666666668	22.77777777777778	7	5.833333333333333	2016_NT_PM10	13.355555555555556
129003	NT	Yellowknife	2016	2017	62.45206832885742	-114.3639984	193	PM2.5	January	7	2016	Winter	5	9.666666666666666	3.6	5	2016_NT_PM2.5	5.933333333333334
129003	NT	Yellowknife	2016	2017	62.45206832885742	-114.3639984	193	SO2	January	0.1	2016	Winter	0.19	0.3833333333333333	0.30833333333333335	0.18181818181818182	2016_NT_SO2	0.27111111111111114
129303	NU	Iqaluit	2016	2017	63.75161743164062	-68.52243042	35	NO	January	NA	2016	Winter	NA	NA	NA	NA	2016_NU_NO	NA
129303	NU	Iqaluit	2016	2017	63.75161743164062	-68.52243042	35	NO2	January	NA	2016	Winter	NA	NA	NA	NA	2016_NU_NO2	NA
129303	NU	Iqaluit	2016	2017	63.75161743164062	-68.52243042	35	NOX	January	NA	2016	Winter	NA	NA	NA	NA	2016_NU_NOX	NA
129303	NU	Iqaluit	2016	2017	63.75161743164062	-68.52243042	35	O3	January	NA	2016	Winter	17.666666666666668	21	23.333333333333332	23	2016_NU_O3	20.9
129303	NU	Iqaluit	2016	2017	63.75161743164062	-68.52243042	35	PM2.5	January	7	2016	Winter	4.666666666666667	2.6666666666666665	6.666666666666667	7.666666666666667	2016_NU_PM2.5	5.416666666666667
129303	NU	Iqaluit	2016	2017	63.75161743164062	-68.52243042	35	SO2	January	NA	2016	Winter	NA	NA	NA	NA	2016_NU_SO2	NA
60104	ON	Ottawa	2016	2017	45.43432998657227	-75.6760025	68	CO	January	0.26	2016	Winter	0.24166666666666667	0.22090909090909092	0.23166666666666666	0.26642857142857146	2016_ON_CO	0.2416326530612245
60104	ON	Ottawa	2016	2017	45.43432998657227	-75.6760025	68	NO	January	4	2016	Winter	2.2155172413793105	1.5299145299145298	3.230769230769231	3.769230769230769	2016_ON_NO	2.6873661670235545
60104	ON	Ottawa	2016	2017	45.43432998657227	-75.6760025	68	NO2	January	12	2016	Winter	8.224137931034482	5.735042735042735	7.683760683760684	9.017094017094017	2016_ON_NO2	7.663811563169165
60104	ON	Ottawa	2016	2017	45.43432998657227	-75.6760025	68	NOX	January	17	2016	Winter	10.413793103448276	7.119658119658119	10.846153846153847	12.7008547	2016_ON_NOX	10.269807280513918
60104	ON	Ottawa	2016	2017	45.43432998657227	-75.6760025	68	O3	January	21	2016	Winter	34.30434782608695	28.347826086956523	23.67391304347826	24.231884057971016	2016_ON_O3	27.639492753623188
060610	ON	Sudbury	2015	2016	46.491939544677734	-81.00311279	271	PM10	March	10	2016	Spring	7.333333333333333	4	6.333333333333333	7	2016_ON_PM10	6
60104	ON	Ottawa	2016	2017	45.43432998657227	-75.6760025	68	PM2.5	January	9	2016	Winter	8.032520325203253	7.2926829268292686	7.048780487804878	7.520325203252033	2016_ON_PM2.5	7.473577235772358
60104	ON	Ottawa	2016	2017	45.43432998657227	-75.6760025	68	SO2	January	0.1	2016	Winter	2.1805555555555554	2.5166666666666666	1.95	1.5605263157894738	2016_ON_SO2	2.0452054794520547
20104	PE	Charlottetown	2016	2017	46.23300170898438	-63.13666916	21	NO	January	0	2016	Winter	0	0	0	0	2016_PE_NO	0
20104	PE	Charlottetown	2016	2017	46.23300170898438	-63.13666916	21	NO2	January	3	2016	Winter	1.1111111111111112	0.5555555555555556	0.7777777777777778	1.5	2016_PE_NO2	0.9714285714285714
20104	PE	Charlottetown	2016	2017	46.23300170898438	-63.13666916	21	NOX	January	3	2016	Winter	1	0.5555555555555556	1	1.5	2016_PE_NOX	1
20104	PE	Charlottetown	2016	2017	46.23300170898438	-63.13666916	21	O3	January	31	2016	Winter	40.333333333333336	26.666666666666668	26.77777777777778	31.333333333333332	2016_PE_O3	31.27777777777778
20104	PE	Charlottetown	2016	2017	46.23300170898438	-63.13666916	21	PM2.5	January	4	2016	Winter	4.5	3.4444444444444446	3.4444444444444446	5.555555555555555	2016_PE_PM2.5	4.212121212121212
20104	PE	Charlottetown	2016	2017	46.23300170898438	-63.13666916	21	SO2	January	1.6	2016	Winter	0.6666666666666666	0.2	0.4666666666666667	1.2000000000000002	2016_PE_SO2	0.72
50109	QC	Montréal	2016	2017	45.50264739990234	-73.66390991	41	CO	January	0.33	2016	Winter	0.22833333333333333	0.22833333333333333	0.2276923076923077	0.2382142857142857	2016_QC_CO	0.2306140350877193
50103	QC	Montréal	2016	2017	45.64102554321289	-73.49967957	19	NO	January	4	2016	Winter	2.2641509433962264	2.0784313725490198	3.4489795918367347	3.826923076923077	2016_QC_NO	2.897560975609756
50103	QC	Montréal	2016	2017	45.64102554321289	-73.49967957	19	NO2	January	13	2016	Winter	7.698113208	5.470588235294118	7.571428571428571	9.5	2016_QC_NO2	7.570731707317073
54401	QC	Saint-Anicet	2016	2017	45.12062454223633	-74.28959656	50	NOX	January	NA	2016	Winter	NA	NA	NA	NA	2016_QC_NOX	NA
41101	QC	St. Leonard	2016	2017	47.15762710571289	-67.83101654	239	O3	January	NA	2016	Winter	35.51449275362319	23.533333333333335	21.671641791044777	26.389705882352942	2016_QC_O3	26.834254143646408
050135	QC	Montréal	2015	2016	45.59339904785156	-73.63726044	41	PM10	March	NA	2016	Spring	33.666666666666664	22.666666666666668	23	18	2016_QC_PM10	26.25
50103	QC	Montréal	2016	2017	45.64102554321289	-73.49967957	19	PM2.5	January	10	2016	Winter	6.710743801652892	6.866666666666666	6.369747899159663	6.992	2016_QC_PM2.5	6.738144329896907
50103	QC	Montréal	2016	2017	45.64102554321289	-73.49967957	19	SO2	January	1.7	2016	Winter	1.103125	1.0033333333333334	1.1545454545454545	1.338235294117647	2016_QC_SO2	1.1550387596899225
80111	SK	Regina	2016	2017	50.45270156860352	-104.6159973	585	CO	January	0.22	2016	Winter	0.19833333333333333	0.23666666666666666	0.1725	0.21833333333333332	2016_SK_CO	0.20954545454545453
80111	SK	Regina	2016	2017	50.45270156860352	-104.6159973	585	NO	January	5	2016	Winter	3.727272727272727	3.25	5.416666666666667	7	2016_SK_NO	4.872340425531915
80111	SK	Regina	2016	2017	50.45270156860352	-104.6159973	585	NO2	January	10	2016	Winter	7	5.083333333333333	6.833333333333333	10.25	2016_SK_NO2	7.297872340425532
80111	SK	Regina	2016	2017	50.45270156860352	-104.6159973	585	NOX	January	15	2016	Winter	10.727272727272727	8.333333333333334	12.166666666666666	17.333333333333332	2016_SK_NOX	12.170212765957446
80111	SK	Regina	2016	2017	50.45270156860352	-104.6159973	585	O3	January	18	2016	Winter	28.083333333333332	23.583333333333332	16	17.214285714285715	2016_SK_O3	21.06
80111	SK	Regina	2016	2017	50.45270156860352	-104.6159973	585	PM10	January	NA	2016	Winter	NA	NA	19	15	2016_SK_PM10	16.333333333333332
80111	SK	Regina	2016	2017	50.45270156860352	-104.6159973	585	PM2.5	January	10	2016	Winter	7.75	19.916666666666668	6.166666666666667	7.166666666666667	2016_SK_PM2.5	10.477272727272727
80111	SK	Regina	2016	2017	50.45270156860352	-104.6159973	585	SO2	January	0.2	2016	Winter	0.2	0.19166666666666668	0.13333333333333333	0.22142857142857145	2016_SK_SO2	0.188
119004	YU	Whitehorse	2016	2017	60.71971893310547	-135.0587463	640	NO	January	4	2016	Winter	1.6666666666666667	1	2.6666666666666665	4.333333333333333	2016_YU_NO	2.4166666666666665
119004	YU	Whitehorse	2016	2017	60.71971893310547	-135.0587463	640	NO2	January	8	2016	Winter	5.333333333333333	2.6666666666666665	4.666666666666667	8.333333333333334	2016_YU_NO2	5.25
119004	YU	Whitehorse	2016	2017	60.71971893310547	-135.0587463	640	NOX	January	12	2016	Winter	7	3.3333333333333335	7	12	2016_YU_NOX	7.333333333333333
